base_prompt,source_prompt
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 901+945?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 901+945?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 901 + 945. Let's do it: 901 + 945 = 901 + 900 + 40 + 5 = 901 + 900 = 1801, 1801 + 40 = 1841, 1841 + 5 = 1846. So the sum is 1846. In final, output only ""1846"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 246+370?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 246+370?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 246 + 370. Let's do it: 246 + 370 = 246 + 300 + 70 = 246 + 300 = 546, 546 + 70 = 616. So the sum is 616. In final, output only ""616"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 582+914?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 582+914?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 582 + 914. Let's do it: 582 + 914 = 582 + 900 + 10 + 4 = 582 + 900 = 1482, 1482 + 10 = 1492, 1492 + 4 = 1496. So the sum is 1496. In final, output only ""1496"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 993+352?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 993+352?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 993 + 352. Let's do it: 993 + 352 = 993 + 300 + 50 + 2 = 993 + 300 = 1293, 1293 + 50 = 1343, 1343 + 2 = 1345. So the sum is 1345. In final, output only ""1345"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 980+670?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 980+670?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 980 + 670. Let's do it: 980 + 670 = 980 + 600 + 70 = 980 + 600 = 1580, 1580 + 70 = 1650. So the sum is 1650. In final, output only ""1650"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 254+403?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 254+403?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 254 + 403. Let's do it: 254 + 403 = 254 + 400 + 3 = 254 + 400 = 654, 654 + 3 = 657. So the sum is 657. In final, output only ""657"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 217+282?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 217+282?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 217 + 282. Let's do it: 217 + 282 = 217 + 200 + 80 + 2 = 217 + 200 = 417, 417 + 80 = 497, 497 + 2 = 499. So the sum is 499. In final, output only ""499"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 378+348?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 378+348?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 378 + 348. Let's do it: 378 + 348 = 378 + 300 + 40 + 8 = 378 + 300 = 678, 678 + 40 = 718, 718 + 8 = 726. So the sum is 726. In final, output only ""726"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 738+446?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 738+446?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 738 + 446. Let's do it: 738 + 446 = 738 + 400 + 40 + 6 = 738 + 400 = 1138, 1138 + 40 = 1178, 1178 + 6 = 1184. So the sum is 1184. In final, output only ""1184"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 678+813?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 678+813?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 678 + 813. Let's do it: 678 + 813 = 678 + 800 + 10 + 3 = 678 + 800 = 1478, 1478 + 10 = 1488, 1488 + 3 = 1491. So the sum is 1491. In final, output only ""1491"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 415+198?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 415+198?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 415 + 198. Let's do it: 415 + 198 = 415 + 100 + 90 + 8 = 415 + 100 = 515, 515 + 90 = 605, 605 + 8 = 613. So the sum is 613. In final, output only ""613"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 493+110?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 493+110?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 493 + 110. Let's do it: 493 + 110 = 493 + 100 + 10 = 493 + 100 = 593, 593 + 10 = 603. So the sum is 603. In final, output only ""603"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 410+618?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 410+618?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 410 + 618. Let's do it: 410 + 618 = 410 + 600 + 10 + 8 = 410 + 600 = 1010, 1010 + 10 = 1020, 1020 + 8 = 1028. So the sum is 1028. In final, output only ""1028"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 447+482?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 447+482?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 447 + 482. Let's do it: 447 + 482 = 447 + 400 + 80 + 2 = 447 + 400 = 847, 847 + 80 = 927, 927 + 2 = 929. So the sum is 929. In final, output only ""929"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 837+731?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 837+731?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 837 + 731. Let's do it: 837 + 731 = 837 + 700 + 30 + 1 = 837 + 700 = 1537, 1537 + 30 = 1567, 1567 + 1 = 1568. So the sum is 1568. In final, output only ""1568"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 265+767?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 265+767?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 265 + 767. Let's do it: 265 + 767 = 265 + 700 + 60 + 7 = 265 + 700 = 965, 965 + 60 = 1025, 1025 + 7 = 1032. So the sum is 1032. In final, output only ""1032"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 110+751?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 110+751?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 110 + 751. Let's do it: 110 + 751 = 110 + 700 + 50 + 1 = 110 + 700 = 810, 810 + 50 = 860, 860 + 1 = 861. So the sum is 861. In final, output only ""861"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 433+972?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 433+972?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 433 + 972. Let's do it: 433 + 972 = 433 + 900 + 70 + 2 = 433 + 900 = 1333, 1333 + 70 = 1403, 1403 + 2 = 1405. So the sum is 1405. In final, output only ""1405"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 724+831?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 724+831?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 724 + 831. Let's do it: 724 + 831 = 724 + 800 + 30 + 1 = 724 + 800 = 1524, 1524 + 30 = 1554, 1554 + 1 = 1555. So the sum is 1555. In final, output only ""1555"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 881+180?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 881+180?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 881 + 180. Let's do it: 881 + 180 = 881 + 100 + 80 = 881 + 100 = 981, 981 + 80 = 1061. So the sum is 1061. In final, output only ""1061"".<|end|><|start|>assistant<|channel|>final<|message|>"
"<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 232+777?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 232+777?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 232 + 777. Let's do it: 232 + 777 = 232 + 700 + 70 + 7 = 232 + 700 = 932, 932 + 70 = 1002, 1002 + 7 = 1009. So the sum is 1009. In final, output only ""1009"".<|end|><|start|>assistant<|channel|>final<|message|>","<|start|>system<|message|>You are ChatGPT, a large language model trained by OpenAI.
Knowledge cutoff: 2024-06
Current date: 2025-06-28

Reasoning: high
=
# Valid channels: analysis, commentary, final. Channel must be included for every message.<|end|><|start|>developer<|message|># Instruction: In analysis, add two numbers stepwise. In final, output only the sum.<|end|><|start|>user<|message|>What is 460+360?<|end|><|start|>assistant<|channel|>analysis<|message|>The user asks: ""What is 460+360?"" The instruction from the developer says: ""In the analysis, add two numbers stepwise. For the final output, output only the sum."" So we need to do the addition stepwise in the analysis, and then in the final output, just output the sum."" So I need to do stepwise addition in analysis, then output only the sum in final. So in analysis, I will show the stepwise addition: 460 + 360. Let's do it: 460 + 360 = 460 + 300 + 60 = 460 + 300 = 760, 760 + 60 = 820. So the sum is 820. In final, output only ""820"".<|end|><|start|>assistant<|channel|>final<|message|>"
